Names,Prices,RAM|ROM,Camera,Display,Processor,Battery,Ratings
KARBONN K106s,990,52 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0MP | 0MP Front Camera,4.57 cm (1.8 inch) FWVGA Display,NA Processor,800 mAh Battery,3.8
Kechaoda K33,"1,160",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,1 Year Warranty,800 mAh Battery,4
KARBONN K110i,949,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.6
Kechaoda K10,"1,160",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,3.9
GREENBERRI VIRAT,799,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year For Mobile,1000 mAh Battery,3.7
itel Power 430,"1,635",8 MB RAM | 8 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),2500 mAh Battery,3.8
LAVA A5,"1,390",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,1000 mAh Li-ion Battery,4.1
Kechaoda K112,"1,595",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,3600 mAh Battery,4
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
Snexian BOLD 400,"1,099",32 MB RAM | 32 MB ROM,1.3MP Rear Camera,6.1 cm (2.4 inch) VGA Display,3 Months Warranty,3000 mAh Battery,4
Peace P99,999,64 MB RAM | 128 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Months Warranty,1800 mAh Battery,3.3
LAVA Hero Punch,"1,244",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,620 mAh Li-ion Battery,4.1
Micromax X708,"1,324",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One Year manufacturer Warranty,1450 mAh Battery,3.9
Kechaoda K28,"1,320",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,4.1
itel Power 430,"1,629",8 MB RAM | 8 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),2500 mAh Battery,3.8
Kechaoda 888,"1,799",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
I Kall K16 NEW,744,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,12 Months on Feature phone and 6 Months On Accessories,1000 mAh Battery,3.4
Nokia 225 4G DS 2020,"3,899",64 MB RAM | 128 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Unisoc Processor,1150 mAh Lithium-ion Battery,3.7
MU M5000,"1,199",32 MB RAM | 32 MB ROM,1.3MP Rear Camera,7.11 cm (2.8 inch) Display,1 Year,2500 mAh Battery,3.9
"Itel Magic2 4G( WiFi,Hotspot Tethering)","2,990",64 MB RAM | 128 MB ROM | Expandable Upto 64 GB,1.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Unisoc T117 Processor,1900 mAh Lithium ion Battery,4
Nokia 6310,"3,349",8 MB RAM | 16 MB ROM,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,Unisoc 6531F Processor,1150 mAh Lithium Ion Battery,3.9
LAVA A1200,"1,255",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1750 mAh Battery,4.2
MarQ by Flipkart M70 Shakti,"1,599",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3000 mAh Li-ion Battery,4
Nokia 110 4G,"2,999",128 MB RAM | 48 MB ROM,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including battery,1020 mAh Battery,3.9
Nokia 110 4G,"2,899",128 MB RAM | 48 MB ROM,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including battery from the date of purchase,1020 mAh Battery,3.9
Easyfone Shield,"6,499",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,Rugged Phone|Senior Citizen Phone,2500 mAh Li-ion Battery,4
Snexian GURU 106,699,32 MB RAM | 32 MB ROM,1MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Domestic Warranty,1080 mAh Battery,3.4
LAVA A9,"1,680",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1700 mAh Lithium-ion Battery,4.1
KARBONN K9,"1,375",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
I Kall K52,849,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Energizer M1,749,32 MB RAM | 32 MB ROM,0.08MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,600 mAh Battery,3.7
DIZO Star 500,"1,999",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,SC6531E Processor,1900 mAh Battery,4
I Kall K88 PRO 4G Keypad Mobile,"1,998",48 MB RAM | 128 MB ROM | Expandable Upto 128 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year warranty for device and 6 Months for box accessories,1800 mAh Battery,3.4
"itel A27 (Crystal Blue, 32 GB)","5,168",2 GB RAM | 32 GB ROM | Expandable Upto 32 GB,2MP Rear Camera | 2MP Front Camera,13.84 cm (5.45 inch) FWVGA+ Display,Unisoc 9832E Processor,4000 mAh Li-ion Battery Battery,4
"Tecno Pop 6 Pro (Polar Black, 32 GB)","6,799",2 GB RAM | 32 GB ROM,8MP Rear Camera,16.66 cm (6.56 inch) HD+ Display,Unisoc SC9863A Processor,5000 mAh Battery,4.2
itel IT2163,"1,080",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1000 mAh Lithium-ion Battery,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,SC6531E Processor,4.1
"itel Vision1 (Gradation Blue, 32 GB)","6,999",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,8MP + 0.3MP | 5MP Front Camera,15.46 cm (6.088 inch) HD+ Display,Unisoc SC9863A Octa Core Processor,4000 mAh Lithium-ion Polymer Battery,4.1
I Kall K16 NEW,744,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,12 Months on Feature phone and 6 Months On Accessories,1000 mAh Battery,3.4
MU M5000,"1,199",32 MB RAM | 32 MB ROM,1.3MP Rear Camera,7.11 cm (2.8 inch) Display,1 Year,2500 mAh Battery,3.9
LAVA A5,"1,390",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,1000 mAh Li-ion Battery,4.1
KARBONN K9,"1,375",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
itel Power 430,"1,629",8 MB RAM | 8 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),2500 mAh Battery,3.8
Micromax X749,"1,367",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Product and 6 Month Accessories,1750 mAh Battery,4
Micromax X708,"1,324",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,One Year manufacturer Warranty,1450 mAh Battery,3.9
itel Muzik 110,"1,245",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,SC6531E Processor,1900 mAh Lithium-ion Battery,4.1
itel MagicX Play 4G,"2,110",48 MB RAM | 128 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),1900 mAh Battery,3.8
Nokia 6310,"3,349",8 MB RAM | 16 MB ROM,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,Unisoc 6531F Processor,1150 mAh Lithium Ion Battery,3.9
LAVA A1200,"1,255",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1750 mAh Battery,4.2
MarQ by Flipkart M70 Shakti,"1,599",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3000 mAh Li-ion Battery,4
Kechaoda K28,"1,285",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,4.1
Easyfone Shield,"6,499",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,2MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,Rugged Phone|Senior Citizen Phone,2500 mAh Li-ion Battery,4
Kechaoda K28,"1,280",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,4.1
Nokia 110 4G,"2,999",128 MB RAM | 48 MB ROM,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including battery,1020 mAh Battery,3.9
Kechaoda K33,"1,140",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,1 Year Warranty,800 mAh Battery,4
Micromax X743,"1,210",32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,0.03MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 YEAR MANUFATURER WARRANTY,1000 mAh Battery,3.8
Nokia 105 DS 2020,"1,670",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Micromax X415,939,32 MB RAM | 32 MB ROM,0.03MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.8
"Micromax x412 black, red",999,32 MB RAM | 32 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,12 month,800 mAh Battery,4.4
"MarQ by Flipkart M3 Smart (M3) (Black,32GB)( 2GB RAM)","5,499",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13MP + Digital Camera | 5MP Front Camera,15.46 cm (6.088 inch) HD+ Display,Octa Core Processor,5000 mAh Lithium-ion Polymer Battery,3.8
Easyfone Udaan 2,"2,290",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.08MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year for Device and 6 Months for In-box Accessories,800 mAh Lithium-ion Battery,3.5
LAVA LF9000,"1,680",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.3
itel MagicX Play 4G,"2,110",48 MB RAM | 128 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),1900 mAh Battery,3.8
I Kall K52,839,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.1
GFive C3 Card,"1,193",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,800 mAh Battery,3.7
"itel A27 (Deep Gray, 32 GB)","5,299",2 GB RAM | 32 GB ROM,2MP Rear Camera,13.84 cm (5.45 inch) Display,100 Days Replacement within 1 Year Warranty on Mobile Device and 6 months on Accessories,4000 mAh Battery,4
Eunity Radium,669,16 MB RAM | 16 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,7 Day Replacement,1000 mAh Battery,3.3
Kechaoda A8,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,8.89 cm (3.5 inch) QVGA Display,1 Year Manufacturer Warranty,2500 mAh Battery,3.9
Micromax X746,"1,999",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Warranty,3000 mAh Battery,4
Cellecor R3+,"1,049",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.8
"I Kall King Talking, Contact icon and Auto Call Recording",774,32 MB RAM | 64 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year manufacturing warranty for mobile and 6 months for accessories,1500 mAh Battery,3.6
itel Muzik 110,"1,245",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,SC6531E Processor,1900 mAh Lithium-ion Battery,4.1
itel Power 110,"1,325",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,SC6531E Processor,2500 mAh Lithium-ion Battery,4.1
Kechaoda K55 Pro,"1,230",32 MB RAM | 64 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Brand Service Center Warranty,400 mAh Battery,3.8
Lvix L1 Buddy,999,16 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,3 Months Domestic Warranty,3000 mAh Battery,4.3
itel IT5626,"1,849",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,SC6531C Processor,2500 mAh Lithium ion Battery,4
Kechaoda K90,"1,975",32 MB RAM | 32 MB ROM,1.3MP Rear Camera,8.89 cm (3.5 inch) Display,10 Days Warranty,5000 mAh Battery,3.8
GFive C2 Black,980,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,7 DAYS,400 mAh Battery,3.6
Kechaoda A6,"1,449",16 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,8.89 cm (3.5 inch) QVGA Display,1 Year Domestic Warranty,2500 mAh Battery,4.5
KARBONN K140 Pop,995,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year,1000 mAh Battery,3.9
KARBONN K31 Star,"1,239",35 MB RAM | 32 MB ROM,0.03MP Rear Camera,6.1 cm (2.4 inch) HVGA Display,1 year handset and 6 Month Box Accessories,1800 mAh Battery,3.9
Cellecor R50,"1,456",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Warranty,2750 mAh Battery,4
Nokia 105 DS 2020,"1,670",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Eunity Hunt,655,16 MB RAM | 16 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,7 Day Replacement,1000 mAh Battery,4
"Tecno Spark Go 2022 (ice silver, 32 GB)","6,899",2 GB RAM | 32 GB ROM,13MP Rear Camera,16.66 cm (6.56 inch) HD+ Display,Helio A20 Processor,5000 mAh Battery,4.2
LAVA Hero Punch,"1,199",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0MP Front Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,620 mAh Li-ion Battery,4.1
Kechaoda K33,"1,160",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,1 Year Warranty,800 mAh Battery,4
Micromax X743,"1,210",32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,0.03MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 YEAR MANUFATURER WARRANTY,1000 mAh Battery,3.8
"Micromax x412 black, red",999,32 MB RAM | 32 MB ROM,1MP Rear Camera,4.5 cm (1.77 inch) Display,12 month,800 mAh Battery,4.4
KARBONN K531,"1,435",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Quarter QVGA Display,1 Year Brand Warranty,1800 mAh Battery,4.2
PHILIPS E102A,"1,185",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Warranty on Mobile and 6 Months on Battery,1000 mAh Li-ion Battery,3.8
Kechaoda K33,"1,140",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,3.56 cm (1.4 inch) Display,1 Year Warranty,800 mAh Battery,4
GFive C3 Card,"1,193",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,800 mAh Battery,3.7
DIZO Star 500,"1,950",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,SC6531E Processor,1900 mAh Battery,4
"itel A27 (Deep Gray, 32 GB)","5,299",2 GB RAM | 32 GB ROM,2MP Rear Camera,13.84 cm (5.45 inch) Display,100 Days Replacement within 1 Year Warranty on Mobile Device and 6 months on Accessories,4000 mAh Battery,4
Micromax X746,"1,450",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Warranty,3000 mAh Battery,4
Cellecor R3+,"1,046",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.8
Kechaoda K55 Pro,"1,299",32 MB RAM | 64 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Brand Service Center Warranty,400 mAh Battery,3.8
GFive C2 Black,980,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,7 DAYS,400 mAh Battery,3.6
Kechaoda K90,"1,699",32 MB RAM | 32 MB ROM,1.3MP Rear Camera,8.89 cm (3.5 inch) Display,1Year,5000 mAh Battery,3.8
itel Muzik 110,"1,245",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,SC6531E Processor,1900 mAh Lithium-ion Battery,4.1
Kechaoda A8,"1,490",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,8.89 cm (3.5 inch) QVGA Display,1 Year Manufacturer Warranty,2500 mAh Battery,3.9
Snexian BOLD,"1,199",512 MB RAM | 256 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,3 Month FOR HANDSET,1000 mAh Battery,3.8
"Tecno Pop 6 Pro (Peaceful Blue, 32 MB)","6,889",2 GB RAM | 32 MB ROM,8MP Rear Camera,16.66 cm (6.56 inch) HD+ Display,Unisoc SC9863A Processor,5000 mAh Battery,4.2
Salora Coral,899,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,1.3MP Rear Camera,6.1 cm (2.4 inch) VGA Display,Spreadtrum Processor,1800 mAh Battery,3.8
LAVA A1 Josh,"1,029",4 MB RAM | 1 KB ROM | Expandable Upto 32 MB,800 mAh Battery,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year replacement gurantee for phone and 6 months warranty for accessories in the box,?Android 10.0 Processor,4.2
Micromax X809,"1,327",32 MB RAM | 32 MB ROM,1MP Rear Camera,7.11 cm (2.8 inch) Display,1 Year Warranty,1000 mAh Battery,3.8
Micromax X743,"1,220",32 MB RAM | 32 MB ROM,0.03MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Product and 6 Month Accessories,1000 mAh Battery,3.8
"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 1.77 inch Display Screen, 0.8 mp Camera...",809,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,0.8 mAh Battery,3.8
Snexian BOLD,"1,199",512 MB RAM | 256 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,3 Month FOR HANDSET,1000 mAh Battery,3.8
PHILIPS Xenium E172,"1,339",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 YEAR WARRANTY ON MOBILE AND 6 MONTH N BATTERY,1700 mAh Battery,4.1
Kechaoda K9,"1,275",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Manufacturer Warranty,1700 mAh Battery,3.8
PHILIPS E102A,"1,185",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,1 Year Warranty on Mobile and 6 Months on Battery,1000 mAh Li-ion Battery,3.8
Kechaoda K55 Pro,"1,230",32 MB RAM | 64 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) Quarter QVGA Display,1 Year Brand Service Center Warranty,400 mAh Battery,3.9
"LAVA Z1 (Coral Red, 16 GB)","4,890",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,MediaTek Helio A20 Processor,3100 mAh Li-Polymer Battery,3.3
Eunity U1 312,649,16 MB RAM | 16 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,3 Months,1000 mAh Battery,4.1
itel IT2163,"1,109",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1000 mAh Lithium-ion Battery,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,SC6531E Processor,4.2
LAVA A7,"1,599",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,MTK6261M Processor,1750 mAh Battery,4.2
ANGAGE PULSE,"1,080",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Month Manufacturing Warranty,3000 mAh Battery,3.4
GFive U106 Combo of Two,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer warranty.,950 mAh Battery,3.5
SAREGAMA Carvaan Mobile Hindi Don M12 with 1000 Pre-Loaded Songs,"1,750",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.2
Micromax S114,"1,090",32 MB RAM | 64 MB ROM,0.08MP Rear Camera,4.5 cm (1.77 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,4.2
ANGAGE PULSE,"1,060",64 MB RAM | 64 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Month Manufacturing Warranty,3000 mAh Battery,4.2
MTR M340,750,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),1100 mAh Battery,4.1
KARBONN K531,"1,443",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Quarter QVGA Display,1 Year Manufacturer Warranty,1800 mAh Battery,None
Kechaoda K9,"1,285",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Company Warranty,1700 mAh Battery,None
Snexian GURU 2173,699,32 MB RAM | 32 MB ROM,1.3MP Rear Camera,4.57 cm (1.8 inch) NA Display,3 Months Warranty,850 mAh Battery,3.2
Cellecor E8,"1,396",32 MB RAM | 32 MB ROM,0.8MP Rear Camera,6.1 cm (2.4 inch) Display,1 year warranty for device and 6months warranty for accessories,2750 mAh Battery,3.8
itel IT5626,"1,839",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,SC6531C Processor,2500 mAh Lithium ion Battery,4
Cellecor E2+,"1,007",<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,4.6
Nokia 110,"1,929",4 MB RAM | 4 MB ROM,0.08MP Rear Camera,4.5 cm (1.77 inch) Quarter QVGA Display,Unisoc 6531E Processor,800 mAh Lithium Ion Battery,4.3
Micromax S 211,"1,272",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,12 month manufacturer warranty,1000 mAh Battery,3.8
LAVA A9,"1,895",24 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1.3MP Rear Camera,7.11 cm (2.8 inch) QVGA Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1700 mAh Lithium-ion Battery,4.1
Cellecor E3,"1,176",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.8MP Rear Camera,4.57 cm (1.8 inch) Display,1 Year Manufacturer Warranty,1000 mAh Battery,3.9
KARBONN KU3i,969,50 MB RAM | 32 MB ROM | Expandable Upto 16 GB,0MP,4.57 cm (1.8 inch) FWVGA Display,NA Processor,1000 mAh Battery,2.8
I Kall K20,"1,004",32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2500 mAh Battery,3.5
I Kall K3310 Combo Of Two Mobile,"1,499",32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,0.3MP Rear Camera,4.57 cm (1.8 inch) Display,12 Month  Manufacturer Warranty,800 mAh Battery,3.6
Lava Pulse1- with contactless Talking Thermometer,"1,521",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,1800 mAh Lithium-ion Battery,4
Kechaoda K9,"1,285",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,0.3MP Rear Camera,6.1 cm (2.4 inch) QVGA Display,1 Year Company Warranty,1700 mAh Battery,4.1
MTR M340,750,32 MB RAM | 32 MB ROM,0.3MP Rear Camera,4.5 cm (1.77 inch) Display,1 year(domestic),1100 mAh Battery,4.2
